grid,positionText,last_1,last_2,avg_position_real
14,0,3,3,7.059701492537314
4,0,1,0,6.016260162601626
5,0,2,0,2.4715447154471546
20,0,4,4,9.428571428571429
3,0,1,1,4.203252032520325
13,0,0,4,7.205882352941177
11,0,3,4,9.78048780487805
19,4,0,4,12.714285714285714
17,4,4,4,9.975609756097562
1,1,1,2,2.819672131147541
2,1,0,1,4.203252032520325
5,1,0,2,2.4715447154471546
3,2,2,3,6.297520661157025
6,2,0,1,6.016260162601626
7,3,4,3,9.94059405940594
9,3,2,3,5.739837398373984
8,3,3,3,7.190476190476191
15,3,1,4,6.8264462809917354
14,3,3,4,5.029126213592233
18,4,3,4,9.688524590163935
20,4,3,4,9.08
10,0,0,4,9.428571428571429
4,0,1,1,7.787878787878788
16,0,0,3,7.059701492537314
12,0,4,4,8.36448598130841
14,0,3,3,5.029126213592233
17,4,4,3,9.688524590163935
13,4,4,0,12.714285714285714
18,4,0,0,9.428571428571429
20,3,1,0,2.4715447154471546
8,3,3,2,5.739837398373984
1,1,2,0,6.016260162601626
2,1,2,2,6.297520661157025
12,4,0,3,9.78048780487805
19,4,3,4,9.94059405940594
15,0,4,3,9.08
7,0,3,3,7.190476190476191
5,2,1,0,4.203252032520325
6,3,0,0,7.205882352941177
10,3,0,4,8.36448598130841
11,3,0,0,7.059701492537314
4,2,0,1,7.787878787878788
3,1,1,1,2.819672131147541
9,4,3,1,6.8264462809917354
16,4,4,4,9.975609756097562
7,3,3,0,7.059701492537314
9,3,3,3,5.739837398373984
5,3,2,0,7.787878787878788
4,2,1,1,2.819672131147541
3,1,3,1,2.4715447154471546
6,2,1,2,6.016260162601626
1,1,1,2,6.297520661157025
2,1,2,1,4.203252032520325
14,0,0,3,7.190476190476191
18,4,4,4,12.714285714285714
19,4,4,4,9.975609756097562
15,4,4,0,9.78048780487805
17,0,4,4,9.688524590163935
12,0,0,4,9.08
10,4,4,3,6.8264462809917354
11,4,4,3,9.94059405940594
20,4,4,0,9.428571428571429
16,4,3,0,8.36448598130841
13,3,0,3,5.029126213592233
8,3,3,0,7.205882352941177
6,1,3,2,7.787878787878788
5,2,2,1,6.016260162601626
8,3,3,0,5.029126213592233
12,3,3,3,7.059701492537314
14,0,4,3,8.36448598130841
11,0,3,3,7.205882352941177
15,4,4,4,9.975609756097562
20,4,0,0,9.08
18,4,4,4,12.714285714285714
16,4,0,0,7.190476190476191
19,4,0,4,9.688524590163935
13,0,4,4,6.8264462809917354
17,4,4,4,9.78048780487805
10,4,4,4,9.428571428571429
3,2,1,1,6.297520661157025
9,3,4,4,9.94059405940594
2,3,1,2,4.203252032520325
7,3,3,3,5.739837398373984
4,1,1,3,2.4715447154471546
1,1,2,1,2.819672131147541
1,0,3,1,4.203252032520325
10,0,3,3,7.059701492537314
19,0,4,0,9.08
7,0,2,2,6.016260162601626
2,0,1,2,2.819672131147541
15,4,4,4,9.78048780487805
17,4,4,4,12.714285714285714
14,4,4,0,9.688524590163935
20,3,4,4,9.975609756097562
18,3,3,3,5.029126213592233
3,1,1,3,7.787878787878788
4,1,1,1,2.4715447154471546
8,2,3,4,9.94059405940594
11,3,0,3,7.205882352941177
5,2,4,4,9.428571428571429
6,1,2,1,6.297520661157025
13,3,4,0,7.190476190476191
16,3,0,4,6.8264462809917354
9,4,3,3,5.739837398373984
12,4,0,4,8.36448598130841
16,0,4,3,5.739837398373984
8,0,2,4,9.428571428571429
19,4,4,4,9.688524590163935
17,4,4,4,9.78048780487805
12,3,3,0,6.8264462809917354
7,3,2,3,9.94059405940594
5,0,1,1,2.4715447154471546
0,0,0,4,9.08
18,4,4,4,12.714285714285714
14,4,4,0,8.36448598130841
4,2,0,3,4.203252032520325
3,1,1,1,7.787878787878788
15,0,3,4,9.975609756097562
9,0,3,3,5.029126213592233
13,3,3,4,7.190476190476191
10,3,3,0,7.205882352941177
11,3,0,3,7.059701492537314
6,2,0,2,6.016260162601626
2,1,1,2,6.297520661157025
1,1,0,1,2.819672131147541
10,3,3,3,6.8264462809917354
15,3,3,3,7.205882352941177
16,4,4,4,8.36448598130841
19,4,4,4,9.78048780487805
17,3,0,0,9.08
13,3,0,3,9.975609756097562
8,4,0,4,5.739837398373984
5,4,3,2,9.94059405940594
2,1,2,0,4.203252032520325
14,1,1,0,2.819672131147541
4,2,0,1,2.4715447154471546
3,1,1,1,7.787878787878788
7,2,3,0,7.059701492537314
6,3,0,2,9.428571428571429
18,0,4,4,9.688524590163935
1,0,1,1,6.297520661157025
11,4,3,3,7.190476190476191
9,4,0,3,5.029126213592233
12,0,4,4,12.714285714285714
20,0,2,0,6.016260162601626
16,0,4,4,9.78048780487805
15,4,0,4,9.688524590163935
8,4,3,0,9.08
13,4,2,3,7.059701492537314
1,1,1,1,2.819672131147541
4,1,0,1,6.297520661157025
11,3,4,3,7.190476190476191
9,3,4,3,9.94059405940594
6,3,4,4,8.36448598130841
2,2,1,2,4.203252032520325
12,2,0,2,6.016260162601626
3,1,1,1,7.787878787878788
5,3,4,0,5.739837398373984
10,3,3,0,9.428571428571429
20,4,0,4,12.714285714285714
14,4,3,0,9.975609756097562
19,4,3,3,6.8264462809917354
18,4,3,3,7.205882352941177
7,0,2,0,2.4715447154471546
17,0,4,0,5.029126213592233
7,1,0,2,2.4715447154471546
19,2,2,1,4.203252032520325
3,3,4,3,7.205882352941177
4,2,4,3,6.8264462809917354
2,1,1,0,6.297520661157025
1,1,1,1,2.819672131147541
16,4,4,0,12.714285714285714
14,4,3,4,5.739837398373984
13,3,4,3,9.975609756097562
10,3,3,4,8.36448598130841
15,0,3,4,7.190476190476191
20,0,4,2,7.059701492537314
8,0,2,0,6.016260162601626
18,4,0,4,9.78048780487805
6,0,1,1,7.787878787878788
12,0,0,4,5.029126213592233
9,3,3,4,9.94059405940594
5,3,3,3,9.428571428571429
17,4,4,0,9.688524590163935
11,4,4,3,9.08
4,1,2,2,4.203252032520325
2,2,1,1,6.297520661157025
5,2,1,0,2.4715447154471546
8,3,3,4,7.205882352941177
13,0,0,3,7.190476190476191
19,0,0,2,6.016260162601626
11,4,3,3,9.94059405940594
18,4,3,4,9.975609756097562
9,4,3,3,8.36448598130841
20,4,0,4,7.059701492537314
3,1,1,1,2.819672131147541
1,1,0,1,7.787878787878788
12,3,4,4,12.714285714285714
10,3,4,4,9.688524590163935
7,3,4,3,5.739837398373984
14,3,2,4,6.8264462809917354
6,0,3,3,9.428571428571429
16,0,4,4,9.08
17,4,4,0,9.78048780487805
15,4,0,0,5.029126213592233
16,4,4,3,9.94059405940594
17,4,0,4,9.08
7,4,3,2,6.8264462809917354
8,4,0,3,9.428571428571429
3,1,2,1,6.297520661157025
4,2,1,2,4.203252032520325
1,1,1,1,2.819672131147541
2,1,2,1,2.4715447154471546
15,4,4,3,8.36448598130841
20,4,3,4,9.688524590163935
13,3,4,0,5.029126213592233
10,3,4,0,7.059701492537314
9,0,3,3,7.205882352941177
19,4,3,4,12.714285714285714
18,4,4,4,9.78048780487805
14,4,4,3,9.975609756097562
11,3,0,0,7.190476190476191
12,3,3,4,5.739837398373984
6,3,0,0,6.016260162601626
5,2,1,0,7.787878787878788
9,4,4,0,9.428571428571429
12,4,3,4,7.059701492537314
13,4,4,3,12.714285714285714
11,4,3,3,5.739837398373984
15,4,4,4,9.78048780487805
14,4,4,3,9.688524590163935
16,4,3,0,7.190476190476191
10,4,4,4,9.975609756097562
17,0,4,4,8.36448598130841
20,0,4,0,9.08
4,2,2,1,7.787878787878788
3,1,1,2,6.297520661157025
19,2,1,2,2.4715447154471546
18,3,3,0,6.016260162601626
7,3,3,4,5.029126213592233
5,3,4,4,9.94059405940594
6,3,0,3,7.205882352941177
8,3,4,3,6.8264462809917354
2,1,1,1,2.819672131147541
1,1,2,1,4.203252032520325
20,4,4,4,9.975609756097562
7,4,0,4,8.36448598130841
18,4,4,3,7.190476190476191
6,4,0,4,9.08
19,4,4,4,9.78048780487805
17,4,4,4,12.714285714285714
10,0,3,3,5.029126213592233
14,4,4,4,9.688524590163935
16,0,4,3,7.059701492537314
12,0,3,4,9.94059405940594
5,3,4,4,9.428571428571429
9,3,3,4,6.8264462809917354
15,2,3,3,6.016260162601626
3,1,2,1,2.4715447154471546
4,2,2,2,7.787878787878788
8,3,1,1,6.297520661157025
1,1,1,1,2.819672131147541
2,1,1,2,4.203252032520325
13,3,4,3,5.739837398373984
11,3,3,0,7.205882352941177
17,4,4,4,9.78048780487805
19,4,4,0,8.36448598130841
12,0,0,3,9.94059405940594
6,0,3,3,7.205882352941177
15,4,4,4,9.688524590163935
14,4,4,4,12.714285714285714
9,0,0,3,5.029126213592233
4,0,2,3,6.016260162601626
1,1,1,1,2.819672131147541
5,2,3,1,6.297520661157025
16,3,4,4,9.975609756097562
20,3,4,0,9.08
10,3,3,3,6.8264462809917354
11,3,3,4,5.739837398373984
7,3,0,4,7.059701492537314
3,2,1,1,4.203252032520325
18,1,1,2,2.4715447154471546
2,1,2,2,7.787878787878788
8,0,3,4,9.428571428571429
13,0,4,4,7.190476190476191
20,3,4,4,8.36448598130841
10,3,3,4,9.975609756097562
19,4,4,4,12.714285714285714
14,4,3,4,9.08
17,4,4,4,9.688524590163935
11,4,0,3,7.205882352941177
7,3,3,0,7.059701492537314
5,2,2,1,4.203252032520325
3,2,1,1,2.819672131147541
6,1,1,2,7.787878787878788
4,1,2,3,6.297520661157025
2,1,1,1,2.4715447154471546
9,3,0,0,5.029126213592233
15,3,4,4,9.78048780487805
8,0,3,3,5.739837398373984
12,0,0,4,7.190476190476191
1,0,0,2,6.016260162601626
13,0,3,3,6.8264462809917354
18,4,0,3,9.428571428571429
16,4,0,0,9.94059405940594
8,3,4,0,9.428571428571429
7,3,3,0,5.029126213592233
3,2,2,2,4.203252032520325
2,3,1,2,6.297520661157025
12,3,0,3,6.8264462809917354
10,3,4,0,9.94059405940594
5,1,1,1,2.4715447154471546
1,1,2,1,2.819672131147541
4,1,1,1,7.787878787878788
11,2,0,0,6.016260162601626
18,4,4,0,7.205882352941177
14,4,4,4,12.714285714285714
17,4,0,0,7.190476190476191
19,4,4,4,9.688524590163935
15,4,0,3,5.739837398373984
16,4,4,3,9.08
13,0,3,3,7.059701492537314
6,0,3,3,9.975609756097562
20,4,3,4,9.78048780487805
9,4,3,4,8.36448598130841
16,4,4,4,9.08
15,4,4,0,7.190476190476191
13,3,3,4,9.94059405940594
7,3,3,4,9.428571428571429
5,2,2,0,6.016260162601626
6,1,1,1,2.4715447154471546
12,0,0,3,9.975609756097562
9,0,4,4,7.205882352941177
4,0,1,1,7.787878787878788
10,0,0,3,7.059701492537314
14,3,3,0,6.8264462809917354
8,3,3,3,5.029126213592233
19,4,4,4,12.714285714285714
17,0,4,3,8.36448598130841
18,4,4,3,9.78048780487805
20,4,4,4,9.688524590163935
11,3,4,0,5.739837398373984
2,2,2,2,4.203252032520325
1,1,1,2,2.819672131147541
3,1,3,1,6.297520661157025
1,1,1,1,2.819672131147541
2,1,2,2,4.203252032520325
20,4,,,15.26086956521739
6,0,3,3,9.428571428571429
13,4,,,8.758620689655173
10,4,3,3,6.8264462809917354
14,4,0,4,12.049180327868852
19,4,,,9.646341463414634
12,0,2,2,6.016260162601626
18,0,3,4,5.739837398373984
11,3,0,0,7.059701492537314
9,3,0,1,7.787878787878788
16,3,4,4,9.688524590163935
15,3,3,0,9.320754716981131
8,4,,,7.073170731707317
17,4,0,4,8.36448598130841
5,2,3,3,5.029126213592233
7,3,3,3,9.94059405940594
3,2,1,3,6.297520661157025
4,1,1,1,2.4715447154471546
18,4,3,4,9.688524590163935
6,4,3,3,9.94059405940594
12,3,4,,8.758620689655173
14,3,4,3,6.8264462809917354
15,4,3,3,9.320754716981131
16,4,4,0,12.049180327868852
9,3,4,,7.073170731707317
2,2,2,1,6.297520661157025
5,2,1,1,2.4715447154471546
1,1,2,3,5.029126213592233
4,1,1,2,4.203252032520325
3,1,1,1,2.819672131147541
8,3,3,0,7.787878787878788
13,3,4,0,8.36448598130841
7,0,0,3,5.739837398373984
11,0,0,3,9.428571428571429
17,0,3,0,7.059701492537314
10,0,0,2,6.016260162601626
20,4,4,,15.26086956521739
19,4,4,,9.646341463414634
17,4,4,4,9.646341463414634
14,4,0,0,5.739837398373984
4,2,1,2,5.029126213592233
6,3,3,4,8.36448598130841
10,4,0,0,9.428571428571429
13,3,3,3,7.787878787878788
1,1,1,1,4.203252032520325
2,1,1,1,2.819672131147541
3,1,2,2,6.297520661157025
5,2,2,1,2.4715447154471546
18,4,4,4,15.26086956521739
15,4,3,4,7.073170731707317
11,0,4,3,9.320754716981131
8,0,0,3,7.059701492537314
9,4,4,3,9.94059405940594
16,4,4,3,9.688524590163935
