grid,positionText,last_1,last_2,avg_position_real
1,1,1,0,2.4715447154471546
12,3,4,1,6.297520661157025
11,4,4,0,7.205882352941177
13,4,4,4,12.049180327868852
18,4,4,4,12.954545454545455
0,4,3,3,9.545454545454545
7,4,3,2,5.029126213592233
16,4,4,4,12.901639344262295
17,4,4,3,7.787878787878788
15,4,4,4,12.883720930232558
6,3,0,1,8.36448598130841
10,3,4,3,6.016260162601626
9,4,3,3,9.688524590163935
15,4,4,4,12.049180327868852
11,4,3,4,6.297520661157025
14,3,3,3,7.190476190476191
6,3,3,0,8.36448598130841
10,2,4,3,5.739837398373984
7,4,4,3,9.545454545454545
17,0,4,4,7.205882352941177
8,4,4,0,9.646341463414634
18,4,4,4,12.901639344262295
16,4,4,4,7.787878787878788
19,4,4,4,12.883720930232558
20,4,4,4,12.954545454545455
4,2,1,1,2.819672131147541
3,3,1,2,6.8264462809917354
5,1,2,1,4.203252032520325
1,1,1,1,2.4715447154471546
12,3,4,3,5.029126213592233
2,1,2,2,7.073170731707317
13,3,3,4,6.016260162601626
4,1,3,4,5.029126213592233
1,0,1,1,2.4715447154471546
3,1,1,2,4.203252032520325
5,2,1,2,7.073170731707317
14,3,4,3,9.688524590163935
7,3,3,3,7.190476190476191
10,3,2,4,5.739837398373984
6,2,3,3,6.016260162601626
15,4,4,4,12.049180327868852
16,3,4,4,9.545454545454545
11,4,3,3,8.36448598130841
0,4,3,1,6.8264462809917354
19,4,4,4,12.954545454545455
17,4,4,4,12.901639344262295
13,4,4,4,7.787878787878788
2,1,2,1,2.819672131147541
9,3,0,4,7.205882352941177
18,4,4,4,12.883720930232558
8,0,4,3,6.297520661157025
12,4,4,4,9.646341463414634
5,2,4,3,8.36448598130841
15,1,3,2,5.739837398373984
18,3,4,4,12.901639344262295
16,3,3,4,9.545454545454545
10,0,0,4,6.297520661157025
3,3,0,1,2.4715447154471546
17,3,4,4,9.646341463414634
13,3,4,4,7.787878787878788
9,2,3,3,7.190476190476191
6,0,2,1,7.073170731707317
2,0,1,1,4.203252032520325
0,4,4,4,12.049180327868852
19,0,4,4,12.954545454545455
11,4,2,3,6.016260162601626
20,4,4,4,12.883720930232558
4,0,4,3,6.8264462809917354
12,0,3,4,9.688524590163935
7,0,1,3,5.029126213592233
1,1,1,2,2.819672131147541
8,1,3,0,7.205882352941177
5,2,0,0,6.297520661157025
4,2,4,2,6.016260162601626
3,1,1,1,2.819672131147541
2,1,3,4,9.646341463414634
1,1,3,0,2.4715447154471546
19,4,0,3,9.688524590163935
0,4,3,4,7.787878787878788
0,4,0,4,6.8264462809917354
15,4,0,2,7.073170731707317
16,4,3,3,9.545454545454545
17,4,4,4,12.883720930232558
14,4,4,4,12.049180327868852
18,4,0,4,12.954545454545455
9,3,0,1,5.029126213592233
6,3,2,4,8.36448598130841
10,3,3,4,12.901639344262295
8,3,1,3,7.205882352941177
13,4,0,1,4.203252032520325
11,3,1,3,5.739837398373984
12,4,2,3,7.190476190476191
1,1,1,3,2.4715447154471546
17,4,4,4,12.883720930232558
14,0,4,3,9.545454545454545
18,0,4,0,12.954545454545455
16,4,4,4,15.26086956521739
4,2,3,2,8.36448598130841
3,1,4,0,4.203252032520325
2,1,1,1,2.819672131147541
5,2,3,0,5.029126213592233
9,3,4,2,7.190476190476191
0,3,4,0,6.8264462809917354
6,3,3,1,5.739837398373984
8,3,3,1,7.205882352941177
0,4,3,3,12.901639344262295
7,4,4,4,12.049180327868852
11,4,1,3,9.646341463414634
13,3,4,0,7.073170731707317
10,4,2,4,6.016260162601626
12,4,4,0,9.688524590163935
15,4,2,0,6.297520661157025
4,0,1,1,2.819672131147541
5,2,2,3,5.029126213592233
19,1,1,4,4.203252032520325
3,1,3,4,7.073170731707317
2,1,4,2,6.016260162601626
0,0,0,4,9.545454545454545
0,0,2,3,8.36448598130841
1,0,1,1,2.4715447154471546
14,3,4,1,9.646341463414634
10,3,3,4,7.190476190476191
9,3,4,4,9.688524590163935
6,3,3,3,5.739837398373984
8,2,3,4,6.8264462809917354
11,4,4,2,6.297520661157025
13,4,4,3,12.901639344262295
12,3,3,3,7.205882352941177
7,4,4,4,12.049180327868852
16,0,0,4,12.954545454545455
18,4,4,4,12.883720930232558
17,4,4,4,15.26086956521739
11,4,0,2,8.36448598130841
17,4,4,4,12.049180327868852
19,4,2,2,5.029126213592233
9,4,3,3,7.205882352941177
16,2,1,1,4.203252032520325
5,2,1,4,6.016260162601626
2,1,3,3,5.739837398373984
20,1,0,1,2.4715447154471546
4,1,0,1,2.819672131147541
15,4,0,0,12.954545454545455
18,4,4,4,12.901639344262295
14,0,4,4,12.883720930232558
12,4,0,0,9.545454545454545
10,4,4,4,6.297520661157025
7,4,3,4,9.688524590163935
3,3,3,4,9.646341463414634
8,3,2,3,6.8264462809917354
13,3,4,3,7.787878787878788
1,3,1,3,7.073170731707317
6,3,3,3,7.190476190476191
2,1,1,0,2.4715447154471546
6,1,3,2,6.8264462809917354
3,2,4,2,5.029126213592233
11,2,1,0,2.819672131147541
1,1,2,1,4.203252032520325
18,4,4,0,12.954545454545455
10,4,4,4,6.297520661157025
14,4,0,4,12.883720930232558
9,4,4,0,9.545454545454545
19,3,1,3,5.739837398373984
7,3,3,1,7.073170731707317
4,3,4,0,8.36448598130841
8,3,4,3,9.688524590163935
17,4,3,4,7.787878787878788
16,4,4,4,12.049180327868852
12,3,4,3,7.205882352941177
15,4,4,4,12.901639344262295
13,4,3,3,9.646341463414634
5,4,3,3,7.190476190476191
20,4,2,1,6.016260162601626
1,1,1,1,2.4715447154471546
19,0,4,3,7.190476190476191
11,0,3,4,7.205882352941177
8,0,3,4,8.36448598130841
14,4,4,4,12.901639344262295
4,2,2,4,5.029126213592233
3,1,1,3,6.8264462809917354
2,1,2,1,2.819672131147541
6,2,4,2,6.016260162601626
12,4,4,4,12.049180327868852
13,4,3,4,9.688524590163935
15,4,4,3,7.787878787878788
10,3,4,4,9.545454545454545
16,4,4,0,12.883720930232558
20,4,4,3,9.646341463414634
17,4,4,4,12.954545454545455
18,3,4,4,6.297520661157025
9,3,1,2,4.203252032520325
7,3,3,3,7.073170731707317
5,3,3,1,5.739837398373984
13,4,4,4,12.901639344262295
5,2,0,3,8.36448598130841
4,1,1,1,6.8264462809917354
2,1,1,2,2.819672131147541
3,1,1,1,2.4715447154471546
17,0,3,4,9.545454545454545
14,0,4,4,12.883720930232558
15,4,4,4,12.954545454545455
18,3,3,3,7.073170731707317
11,4,4,4,12.049180327868852
7,4,2,4,6.016260162601626
19,4,0,3,7.205882352941177
20,4,4,3,9.688524590163935
1,4,3,1,4.203252032520325
16,4,4,4,9.646341463414634
12,3,0,4,7.190476190476191
8,2,2,2,5.029126213592233
10,3,4,4,7.787878787878788
9,3,3,4,6.297520661157025
6,3,3,3,5.739837398373984
17,4,4,4,9.646341463414634
16,4,4,4,12.901639344262295
15,4,0,3,9.545454545454545
13,4,4,4,12.049180327868852
6,2,2,2,5.029126213592233
4,2,1,1,6.8264462809917354
1,1,4,3,4.203252032520325
2,1,1,1,2.4715447154471546
10,1,1,1,2.819672131147541
18,4,0,4,12.883720930232558
11,0,4,2,6.016260162601626
14,0,4,4,9.688524590163935
19,4,4,4,12.954545454545455
0,4,3,4,7.787878787878788
9,4,3,3,6.297520661157025
5,3,3,3,7.073170731707317
12,3,3,0,7.190476190476191
8,3,4,0,7.205882352941177
7,3,2,0,8.36448598130841
3,3,3,3,5.739837398373984
3,1,1,1,2.4715447154471546
2,1,1,4,4.203252032520325
9,2,3,4,7.205882352941177
11,2,0,4,6.016260162601626
1,1,1,1,2.819672131147541
19,0,4,0,12.883720930232558
20,0,4,4,12.954545454545455
14,0,4,4,9.646341463414634
8,4,4,0,9.545454545454545
12,4,4,3,7.787878787878788
17,0,4,3,6.297520661157025
13,4,3,3,7.190476190476191
5,0,2,1,6.8264462809917354
16,4,4,4,12.901639344262295
18,4,0,4,9.688524590163935
7,3,3,3,7.073170731707317
10,3,4,4,12.049180327868852
15,3,3,3,5.739837398373984
4,3,2,2,5.029126213592233
6,3,3,2,8.36448598130841
1,1,1,1,2.4715447154471546
20,0,0,4,12.954545454545455
18,0,4,4,7.787878787878788
17,0,0,4,9.646341463414634
14,0,3,4,12.049180327868852
8,2,4,4,9.545454545454545
5,1,3,3,5.739837398373984
2,1,1,1,2.819672131147541
12,2,3,3,8.36448598130841
6,3,1,1,4.203252032520325
11,3,4,3,7.190476190476191
3,3,3,3,7.073170731707317
7,3,3,2,5.029126213592233
15,4,0,4,6.297520661157025
10,4,2,0,6.016260162601626
13,4,4,0,9.688524590163935
19,4,0,4,12.883720930232558
4,4,0,2,6.8264462809917354
16,0,4,4,12.901639344262295
9,3,2,3,7.205882352941177
